database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	id	hlh-30_1h_starv_rep2_1-F,2_01_21838	hlh-30_1h_starv_rep3_1-F,3_01_21821	hlh-30_1h_starv_rep4_1-F,4_01_21817	hlh-30_2h_starv_rep2_1-F,7_01_21775	hlh-30_2h_starv_rep3_1-F,8_01_21841	hlh-30_2h_starv_rep4_2-A,1_01_21824	hlh-30_3h_starv_rep1_2-A,3_01_21772	hlh-30_3h_starv_rep2_2-A,4_01_21842	hlh-30_3h_starv_rep4_2-A,6_01_21794	hlh-30_4h_starv_rep1_2-A,8_01_21825	hlh-30_4h_starv_rep2_2-B,1_01_21846	hlh-30_4h_starv_rep4_2-B,3_01_21832	hlh-30_6h_starv_rep1_2-B,5_01_21828	hlh-30_6h_starv_rep2_2-B,6_01_21819	hlh-30_6h_starv_rep4_2-B,8_01_21797	hlh-30_16h_starv_rep1_2-C,2_01_21806	hlh-30_16h_starv_rep3_2-C,4_01_21829	hlh-30_16h_starv_rep5_2-C,6_01_21807	hlh-30_fed_rep1_1-E,4_01_21812	hlh-30_fed_rep2_1-E,5_01_21820	hlh-30_fed_rep4_1-E,7_01_21798	WT_1h_starv_rep1_1-A,6_01_21818	WT_1h_starv_rep2_1-A,7_01_21779	WT_1h_starv_rep4_1-B,1_01_21789	WT_2h_starv_rep1_1-B,3_01_21830	WT_2h_starv_rep3_1-B,5_01_21786	WT_2h_starv_rep5_1-B,7_01_21776	WT_3h_starv_rep1_1-B,8_01_21782	WT_3h_starv_rep3_1-C,2_01_21771	WT_3h_starv_rep4_1-C,3_01_21799	WT_4h_strav_rep2_1-C,6_01_21811	WT_4h_strav_rep3_1-C,7_01_21795	WT_4h_strav_rep4_1-C,8_01_21823	WT_6h_starv_rep2_1-D,3_01_21788	WT_6h_starv_rep3_1-D,4_01_21787	WT_6h_starv_rep4_1-D,5_01_21843	WT_16h_starv_rep2_1-D,8_01_21802	WT_16h_starv_rep3_1-E,1_01_21801	WT_16h_starv_rep4_1-E,2_01_21833	WT_fed_rep1_1-A,1_01_21822	WT_fed_rep3_1-A,3_01_21845	WT_fed_rep4_1-A,4_01_21847
					872.6382749				16.19667461												Cluster_2804	869.4118	NaN	560.3867	257.27414	NaN	691.18054	NaN	661.9652	670.00885	393.0836	682.9599	88.048874	370.1336	953.52704	990.46313	246.54468	209.54146	745.1882	461.63745	834.65765	453.2832	775.90137	862.94904	1191.2589	234.91815	854.2833	NaN	691.7102	764.30505	820.737	761.5607	743.0403	765.9182	905.6132	952.6903	660.3731	484.84106	403.55167	711.4712	345.45135	141.87431	530.7182
					872.6845385				17.10745107												Cluster_2805	8842.968	4016.7175	5974.5293	6306.44	3545.4556	5877.6577	3021.6301	7330.7446	5755.7095	4567.1685	7360.654	4894.9683	5724.6807	7049.0405	6836.331	4283.543	3897.9019	5949.37	4657.6416	8425.706	4422.433	6815.932	8611.247	8625.798	7049.2236	7132.516	5347.589	6270.8423	7023.929	8704.318	8914.889	7476.2866	9326.276	9361.919	8198.028	8597.68	8410.881	7948.2793	8405.632	5041.4033	5591.7725	5653.442
					872.6848543				17.26888635												Cluster_2806	19492.592	9881.9	14013.308	13998.76	9224.552	14246.663	8686.277	17829	13481.807	13976.848	17294.379	12400.536	18964.771	16712.477	17183.4	12273.779	10565.943	13603.882	10243.42	19165.264	9051.597	14102.008	18690.033	14268.007	20683.88	15246.621	19250.574	13801.679	14587.94	14879.057	19074.346	14345.103	17148.191	20165.508	16549.117	15365.848	11578.581	14306.426	13126.346	9196.321	9628.107	9034.438
					873.7180524				20.18037073												Cluster_2809	114.584854	368.57492	4.478214	NaN	NaN	296.56906	10.062431	120.83176	73.70107	201.45976	115.88468	209.91309	NaN	51.298466	337.72696	NaN	NaN	485.63962	321.82236	147.26196	273.61984	644.4215	271.43457	NaN	197.61278	220.37885	227.43564	192.55305	250.45201	232.24316	218.53752	196.83054	284.741	132.52351	230.02655	167.33264	NaN	107.70713	137.82631	282.89777	167.44986	97.19165
					873.7762686				10.03828732												Cluster_2810	270.83014	535.497	290.5792	283.06827	995.1245	328.50244	305.68118	326.23236	152.78848	538.17957	282.54315	510.647	406.16748	231.78929	250.52357	393.20093	436.75522	319.5225	431.56418	242.67194	213.89804	330.1306	248.53117	170.37344	590.88635	225.77498	398.68024	169.15005	213.60085	207.22964	208.51964	254.15115	337.41605	166.25333	224.22736	290.85385	248.05591	420.04147	389.8026	268.18982	267.29944	156.66379
					874.4821948				13.71837753												Cluster_2811	4.0393496	185.85645	120.39607	NaN	186.93103	161.77318	NaN	61.25529	89.533676	205.51617	NaN	191.76648	150.8539	NaN	10.802458	44.056316	15.39457	262.7555	334.71133	44.817017	91.63445	329.9185	8.902815	113.853905	NaN	184.52583	89.235374	219.28738	132.85428	136.43336	38.789776	85.6588	204.92334	35.55543	84.60762	74.25417	2129.7986	125.68853	11.813242	219.87001	55.60297	60.07182
CHEBI:136101				PC(20:4_20:4)	874.5638385				11.47836254												Cluster_2812	18088.918	2991.6292	6484.9272	8500.18	1893.2526	5423.037	1090.6329	12886.428	6495.407	6764.6094	16633.398	2731.9922	9067.664	18690.15	10798.103	7444.333	6842.834	8760.307	7811.2754	14966.685	3843.3088	10368.255	16191.637	9417.53	15905.002	5943.145	16355.176	7932.035	6394.2393	7373.0093	13483.397	7053.032	7223.1196	14374.325	7846.684	7172.1772	9568.716	8863.383	8793.945	5945.54	2446.5132	5481.086
				 (chimeric)	874.5639349				11.83738528												Cluster_2813	100121.836	34280.703	72223.42	57570.53	25616.83	65242.44	16903.176	63719.676	68245.9	55147.766	82480.836	35286.16	58661.223	85277.99	101669.63	46391.69	41520.613	74402.72	65990.16	88521.336	48513.53	90402.51	118692.695	113055.586	51410.56	65242.156	54949.008	65189.246	69389.69	85574.19	88448.51	74185.945	78715.85	90024.54	74416.39	73535.57	68534.44	67293.08	75434.64	56448.03	42295.727	66090.805
CHEBI:136101				PC(20:4_20:4)	874.561463				12.1413888												Cluster_2814	7752.512	3696.8218	9738.523	5766.973	3052.1465	9490.24	1843.1996	4784.713	9717.949	5119.0903	5959.195	5578.1484	4855.245	6260.444	14880.006	3816.8835	2989.7373	7616.021	6493.047	7423.446	6570.072	9026.165	10036.319	16114.316	3088.986	8456.466	2686.804	6927.3335	9536.986	12888.797	7893.2476	10475.665	11739.832	7573.5034	10156.693	11264.122	6067.4097	6057.245	8920.965	5355.6284	7553.829	9319.139
					875.4091396				9.906650802												Cluster_2816	865.45447	NaN	216.85168	NaN	NaN	NaN	NaN	NaN	114.174965	NaN	118.60378	NaN	3381.245	221.83234	358.65295	NaN	NaN	NaN	NaN	377.80765	NaN	109.43105	650.2314	581.2724	217.45763	143.519	NaN	1011.0667	50.945732	NaN	62.510326	2.61883	NaN	332.33948	NaN	39.40324	175.73003	NaN	NaN	NaN	NaN	7.89713
					875.6692463				16.88288477												Cluster_2817	2473.3354	3617.8162	2319.398	1817.8291	6460.349	2281.1772	2411.136	1903.8278	1854.0233	2601.1418	2129.854	2603.8328	3529.791	2238.248	2087.8608	1636.604	2165.3037	1819.0974	2078.0198	2243.704	1620.7726	2285.7705	2619.833	2725.7842	1961.2057	2114.991	1704.987	2193.3625	1838.3065	1988.3112	2430.4856	1756.3665	2919.859	2798.017	2025.7299	2023.6302	2801.1436	2126.5588	2427.8435	1750.6748	2102.9253	1751.3737
				SM(t42:1)	875.6873381				17.07361887												Cluster_2818	2631.5847	525.8225	1235.7891	1965.8207	68.29379	903.92535	406.8595	2017.0966	1441.3657	926.8398	2764.0547	549.0345	1089.8981	2277.1392	2086.9282	1257.8817	799.536	785.3823	936.5023	2289.9622	1142.7865	1389.4359	2707.0156	1687.795	3002.2231	1113.7389	1583.4335	970.9273	1375.4264	1305.7356	2421.7053	1249.708	1168.4067	3265.8057	1373.4095	1032.6385	2428.3257	1317.2402	1512.9576	943.1109	801.6346	900.27814
					875.7338043				20.44189048												Cluster_2819	257.56857	562.7728	249.63962	NaN	NaN	803.0148	11.579538	259.511	278.15433	130.38782	216.28397	345.19507	NaN	190.98248	657.0867	NaN	NaN	595.834	676.49835	428.62375	556.6619	655.93616	634.6955	NaN	197.22057	460.2276	835.8086	347.57498	522.6377	428.43317	462.17303	298.70496	499.513	349.4744	426.6495	240.75804	283.54007	192.55675	283.85217	432.49734	332.97256	173.09857
					876.4983536				13.95007222												Cluster_2820	813.8823	1282.9755	1337.8484	1153.8878	3085.0125	1152.3776	121.18088	996.6172	633.4245	1349.3358	754.8956	1320.9908	1594.6218	879.13214	892.84	906.7221	828.5113	1054.0134	924.96277	770.629	777.9968	880.9405	889.8581	744.71967	1550.1804	1078.6846	2358.728	916.0917	791.16864	934.059	930.18585	873.48694	1656.3368	723.3143	1102.1979	1159.9539	811.79974	1438.9395	1391.1133	563.4711	718.4107	576.6366
					876.53498				15.42427446												Cluster_2821	1364.2014	642.0603	959.05316	2012.2418	744.30817	972.3888	1146.0021	1529.8732	814.4014	1396.9574	1212.6398	1186.6288	2017.3257	1301.6278	1257.0044	2321.436	1871.0828	879.66675	778.9896	1240.9052	636.7753	722.4206	942.8014	721.66364	1140.4333	962.16406	135.78055	811.92017	902.37054	919.18677	976.1486	847.0258	1132.6204	884.84357	1099.5033	964.6439	963.48627	1469.0349	1338.7944	598.72736	518.4011	504.73798
					876.5387677				16.00055826												Cluster_2823	692.65686	491.86984	494.86902	1173.9501	418.20477	599.64465	485.8815	710.8852	258.96637	814.1382	740.9364	759.3187	1035.5881	672.1054	594.37415	1166.9387	1092.8346	474.5184	608.94336	430.4284	342.65408	381.77118	409.1584	322.84964	1464.6465	447.10767	427.32086	335.38672	331.5947	275.3178	483.17615	312.1273	587.88403	355.4962	446.80804	474.54877	587.3497	554.50586	514.0039	275.60114	358.49252	198.81494
CHEBI:136098				PC(20:3_20:4)	876.5786317				12.42093385												Cluster_2824	25999.59	5443.432	15020.819	14295.439	4233.0493	12910.209	1896.3938	18038.643	12784.181	10173.95	23182.475	5594.7427	13003.411	27107.516	20648.717	10151.031	9692.276	16095.685	13528.383	22210.275	8678.735	19331.363	27757.623	23151.023	16353.024	13295.462	14680.262	13461.907	12625.4795	17316.701	22111.504	15617.974	14922.359	24165.84	15891.09	15053.947	18198.63	14822.215	16505.602	11557.591	7295.9565	13558.867
				PC(20:2_20:5)	876.5804132				12.75535146												Cluster_2825	49737.7	6210.91	18680.115	57788.777	7005.6284	18442.398	2676.7393	38144.477	21238.121	16844.72	47318.16	12371.822	23544.445	55427.082	44784.566	40381.684	35552.23	17635.512	13094.079	38917.758	11618.915	17532.44	32856.938	30076.432	30713.758	19661.234	7520.2705	15764.826	22143.963	26017.623	29232.72	24668.37	29494.459	32265.9	28507.191	28111.748	46079.695	43092.66	47402.457	9407.393	10646.341	15297.35
					876.6519472				17.62322239												Cluster_2826	1249.2218	349.13205	944.6867	820.7594	NaN	864.12885	294.63776	1072.1908	804.318	551.5084	1088.1776	485.8724	802.3856	1276.0393	1079.564	628.92896	447.9868	937.0059	591.3452	1327.4182	725.9083	1202.8995	1678.9219	933.69226	786.68115	996.6745	463.91803	1104.0609	1013.19006	1264.17	1564.783	1174.4393	912.55707	2041.4999	1136.7789	982.6423	1344.1589	830.3609	1109.4591	634.9554	490.62915	597.4722
					876.6806591				16.55040994												Cluster_2827	23967.006	23318.668	31247.463	20116.455	25856.035	28787.566	15808.68	19564.281	27409.703	23593.832	20579.555	20337.453	27976.959	20753.803	29087.305	16831.312	14882.918	27781.254	25044.453	24212.7	21685.795	29941.377	21159.357	31249.92	14435.519	29338.865	13265.073	25683.611	25361.7	28731.326	19269.639	25678.688	28953.012	19203.2	27016.99	24422.875	13959.995	20260.176	20948.338	22529.13	26521.586	21557.246
					876.677746				16.38595901												Cluster_2828	838.38403	149.55429	687.744	879.62714	NaN	563.23596	201.39691	763.71484	735.629	450.587	700.9214	287.07632	534.89044	869.53595	842.909	631.7349	486.55826	764.0685	447.38318	928.90393	595.93097	843.1371	770.36	897.6625	1322.9045	741.2623	705.38403	743.6369	765.0676	899.0241	778.0846	867.0395	572.9349	792.5519	898.01526	773.6981	522.8325	788.2733	1068.4072	497.45737	694.51483	601.8342
					878.5151896				14.76910914												Cluster_2830	1142.5116	2059.1948	1532.3813	1297.6404	3395.731	1859.5482	299.2624	1075.3176	756.03046	1588.8088	886.8178	1660.7738	1937.1495	779.73645	1479.823	768.90765	761.9503	1551.7026	1669.8362	858.3891	1193.1477	1786.3292	1596.391	1128.1525	2193.3838	1612.0244	3647.8062	1486.087	1318.2667	1337.8695	1119.2996	1088.4717	2335.5156	967.643	1314.6412	1487.9412	991.63556	1825.9823	1442.3057	1116.9745	1377.3502	976.40894
					878.5140751				15.04322322												Cluster_2831	2184.6252	2769.172	2525.126	2851.0562	4237.623	2583.2122	676.7672	2448.3218	1394.9426	2942.4517	2308.0266	2742.3484	3135.4421	2290.1082	2153.592	4391.917	3856.6016	2524.9282	2949.3848	1803.0533	1963.6056	2578.3816	2221.8103	2034.8276	3404.2786	2930.1455	2389.967	2031.623	2362.758	2373.7053	2311.3503	2011.8677	3689.113	2104.7244	2582.2947	2779.3618	3131.9421	4953.2827	3506.0325	1972.3035	1923.571	1478.9114
					878.5191552				11.67301254												Cluster_2832	3312.1125	1480.7611	2627.6367	2457.6443	735.19257	2685.386	483.86737	2445.2358	2229.6184	2375.1714	2727.4768	1465.917	1923.2838	2651.4941	2976.6926	1566.2545	1422.4081	2693.044	2511.1064	2846.1816	1975.6787	2615.1133	2755.767	2908.508	1904.4	2344.3818	1960.4974	2235.6047	2068.611	2733.8945	2534.665	2443.284	2937.8352	2202.5818	2379.6282	2436.878	1245.2844	2611.377	3278.0576	1771.737	1425.8931	1949.6625
					878.5905957				15.57225167												Cluster_2833	621.329	NaN	68.989174	NaN	NaN	NaN	NaN	292.17303	258.24817	NaN	NaN	35.53485	1607.4452	88.72235	30.522276	NaN	NaN	NaN	NaN	7.268561	2.0174916	NaN	590.3744	143.59851	455.86896	134.06622	NaN	745.1546	494.65222	NaN	NaN	NaN	NaN	NaN	NaN	352.17514	NaN	NaN	NaN	NaN	NaN	138.61739
					878.5511313				16.15148461												Cluster_2834	2897.1323	3540.8145	3240.1167	3447.533	4516.781	3000.8677	2668.6965	2926.217	2048.977	4088.642	2685.6663	3129.059	4875.145	2738.9272	2698.5623	4261.5103	3462.1719	3198.6582	3433.0176	2552.6	2106.4265	3224.9414	2961.0693	2223.2354	4245.0864	2776.1418	2366.6724	3208.58	2443.8762	2598.6948	2677.148	2143.6602	3714.1829	2551.5457	2777.8103	2909.724	2852.8997	3081.8171	3142.5168	2296.2107	2080.3357	1815.054
					878.5505349				16.70306796												Cluster_2835	2049.085	1750.247	1854.9276	2345.8271	1897.785	1931.9452	1500.4838	2175.7515	1424.2133	2148.247	1925.2827	1506.2288	2516.9197	2177.6716	1869.666	2892.0166	2078.7905	1772.1184	1667.3663	1771.0662	1528.0446	2181.5635	2470.5952	1588.8055	5691.431	1828.1414	4175.146	2129.1077	1886.9601	1639.7992	2339.1204	1412.8575	2152.2197	2160.8284	1843.3535	1857.2557	1719.8811	1999.3835	1889.8967	1331.5377	1328.7478	1040.1309
					878.5500571				16.90924369												Cluster_2836	1008.83887	819.6158	988.3269	1024.6035	982.20245	1095.3125	1125.6763	1021.8588	604.0608	1494.0476	870.46826	704.89	1840.932	850.8912	885.28687	1692.3427	970.2787	1306.5563	1424.0651	1105.1838	680.88293	1448.2141	842.698	724.1481	266.16382	1130.2024	138.52756	1173.472	946.3366	730.0732	828.3488	767.298	1170.5549	673.8582	799.0842	951.3177	603.8772	851.37976	907.51776	1029.8765	817.4572	645.7462
					878.5939516				13.26759219												Cluster_2837	19072.01	2429.8142	8302.866	13194.334	1174.9514	6728.7227	571.4461	13380.405	7681.46	4761.1025	19051.898	2906.4333	6802.9214	22235.041	15196.679	8675.33	8444.408	6999.3374	6176.368	14943.416	4201.671	9065.808	13753.778	13332.933	9610.981	7001.3745	3344.343	5608.3574	7965.109	10413.608	12296.44	9732.06	9486.107	13543.071	11210.161	10477.392	13860.457	11260.657	14316.983	4949.5234	3980.556	7534.684
					878.5930334				13.55410115												Cluster_2838	3888.2214	NaN	898.46783	5422.3755	NaN	996.1005	NaN	2619.2678	2045.9978	704.7194	3897.6606	470.9263	858.82324	5201.674	6419.773	3532.2866	2818.657	559.57776	211.85704	2954.4775	401.10052	363.93546	2106.4875	2568.3738	1175.1384	1388.1206	27.122593	500.88876	1943.7972	2836.1697	2555.557	3221.3245	2870.5234	2987.9392	3752.9707	3342.3518	6124.3535	3765.2163	5136.646	59.2386	300.84595	719.3686
				PC(18:1_20:5)	878.5931639				13.75457396												Cluster_2839	15784.495	1727.4799	4964.2056	10699.894	1214.8093	4827.344	500.68796	9688.213	6307.42	4213.5977	13382.299	3041.5723	5691.3022	14826.68	13048.066	4798.206	5181.2573	5410.92	2994.9207	11528.363	3206.5974	5307.5444	12283.307	8186.1123	8774.719	5575.0005	4477.8555	5290.388	5600.9966	7511.4624	11805.846	7030.9307	7736.91	12320.954	8307.533	7158.687	7057.8857	7296.0786	10976.023	2888.8618	2093.8723	4186.6733
				PC(18:1_20:5)	878.5913267				14.01771238												Cluster_2840	601.7549	NaN	97.87063	520.6805	NaN	34.70568	NaN	375.6544	277.11853	208.50739	649.4255	61.941463	430.3666	643.4991	565.36774	233.26357	131.59534	329.232	102.765434	542.21277	52.84881	368.8594	730.5555	474.71222	500.6936	278.61343	159.88861	304.71158	387.62616	312.83817	661.8566	337.0691	204.52654	644.5881	449.94595	261.2328	139.7738	399.13342	414.32346	158.69983	2.917192	172.16756
					879.2146946				12.08443817												Cluster_2841	1273.4133	765.99365	430.1932	283.91797	NaN	1669.2173	608.0691	522.20703	771.6651	1696.2367	437.36337	1068.5314	367.97214	602.4031	639.4693	1052.3484	2138.2195	480.17035	1482.659	538.4158	667.24493	1477.1595	877.2381	761.20087	917.3118	419.76825	3549.524	507.90903	814.20514	756.1277	1030.8684	894.5242	911.8255	517.225	1159.3531	711.0889	1010.8257	3288.006	835.37646	398.91708	1004.2089	364.7769
					879.5030734				10.31472978												Cluster_2842	3449.5842	1772.1666	3823.0508	2690.8455	2204.444	2968.3518	777.08136	3166.716	2854.4062	1887.9585	3257.9016	1895.3849	2200.505	3165.6858	3434.3699	865.9549	1398.1736	2217.8728	1982.2225	3472.9036	1932.0144	2263.209	2249.7776	2881.8638	766.4612	4150.724	1307.7814	2147.9832	2426.3457	2901.9636	2453.007	2526.2336	2861.0134	3415.9392	2402.1326	2199.2002	3499.0925	2266.2302	2144.4263	1841.2765	1875.3054	1995.938
					879.5023988				10.5695382												Cluster_2843	429.29004	142.18434	429.47757	44.719692	NaN	280.02145	NaN	319.34793	398.53668	70.42118	176.58105	100.5756	154.8702	201.32083	526.16187	NaN	NaN	348.70154	NaN	346.428	129.40514	317.3978	273.47443	948.0836	NaN	340.17508	500.75266	318.81592	258.17947	383.12354	220.6668	218.69594	312.59125	284.45477	114.2681	243.54897	162.4304	115.15267	60.344376	89.34934	171.98566	138.02292
					879.6649407				7.893718425												Cluster_2844	562.23035	1810.9194	1011.2598	1348.2222	4336.766	248.86116	1157.2365	402.81415	595.3695	1233.1952	593.33386	1283.066	1608.5227	505.13388	182.35318	485.84164	443.1611	428.53598	419.83157	604.093	311.4533	183.53154	261.18875	673.6309	1167.887	1045.9612	94.6471	953.5736	830.163	271.00342	388.11868	618.11053	1003.24725	365.87463	533.7409	579.9812	338.96494	350.09277	270.9174	368.30762	657.14935	547.0965
					879.6822234				16.25720532												Cluster_2845	10603.954	3133.6853	7773.8413	8541.757	1554.9255	9030.272	2462.8213	8807.807	8581.262	5694.9966	9787.726	4134.7983	5169.9556	10190.902	12191.305	7055.793	6703.084	8154.9014	6135.7954	10074.021	7983.4395	8781.814	9443.178	9454.031	6312.684	8009.248	3350.415	6664.2983	8083.223	9520.153	9378.534	9561.968	8331.89	10719.083	9794.509	8670.735	9875.904	9578.1045	12424.385	6108.6333	6747.898	7155.2495
					879.765715				13.53155785												Cluster_2846	172.29218	528.1963	NaN	15.54608	NaN	540.44617	634.4399	520.65027	1289.6956	511.1525	332.3542	644.77893	112.89704	295.5553	120.85172	777.59375	535.1378	290.30124	443.7779	46.950012	198.26051	320.66455	344.5386	168.74525	544.49524	95.65308	1282.217	126.726524	520.7796	492.07013	219.30974	976.2367	46.803608	196.89116	916.5372	607.3293	341.9012	54.54869	200.87799	72.27071	361.66895	140.47055
					879.7651995				13.62472885												Cluster_2847	315.2748	2260.745	NaN	458.3398	NaN	888.83875	2269.1724	695.9325	456.16776	1276.4432	377.89175	995.82697	835.2339	432.2184	398.07864	1622.4978	1517.894	654.6149	1426.2152	54.737026	473.05887	1072.863	477.8588	355.14835	840.9259	36.353813	2509.365	341.06253	764.6309	271.74576	257.95636	413.1538	315.41876	269.29355	459.92386	404.23947	543.84515	636.64105	436.46158	424.97153	524.08844	472.37976
					880.5166159				11.06618639												Cluster_2848	601.0318	NaN	NaN	NaN	NaN	443.28937	NaN	589.8494	129.57227	274.57947	289.37418	NaN	NaN	442.03165	1042.3878	163.2853	164.60901	103.12777	300.60968	577.56024	552.2151	580.86346	658.26227	229.76274	NaN	277.72305	145.98935	129.47455	261.03467	861.8393	455.39923	459.94827	395.66776	545.5016	742.2886	587.29694	609.2509	538.31116	424.58688	300.88446	152.91895	196.14934
					880.5297351				15.80392092												Cluster_2849	1230.9697	2760.8086	1960.6171	1407.3777	3939.3684	2144.9197	1095.6677	1244.3231	865.3693	1916.8434	1026.1278	1820.6371	2482.6648	1183.55	1261.3103	1637.2865	1441.3754	1804.3698	2452.0854	1022.6661	1458.3319	1835.2167	1416.0132	1337.6963	1925.591	1837.8579	3014.5532	1582.6366	1429.6711	1280.4365	1151.2179	1120.286	2139.9238	1030.7681	1322.81	1429.6277	1576.4034	2527.9934	1719.4088	1624.2909	1396.9359	1108.0386
					880.5313739				12.41528536												Cluster_2850	603.43866	NaN	332.3122	102.128296	NaN	251.12984	NaN	393.3296	285.4868	275.12753	386.40753	23.597706	430.9151	423.75012	460.91272	16.906326	NaN	608.5363	409.38165	798.48	273.90463	666.6412	476.09418	624.9477	NaN	348.56256	82.82683	582.43286	435.73505	449.25687	371.61084	393.0306	385.78006	422.53058	467.86072	401.46405	78.865585	115.50044	367.26807	356.05164	130.76443	402.16934
					880.531742				12.60159429												Cluster_2851	243.58052	620.7055	1390.0007	NaN	82.707016	1111.2053	NaN	93.29508	829.26294	276.8165	131.10867	233.40242	313.92438	86.299706	480.57697	NaN	NaN	852.7491	1818.2136	411.7641	1474.9445	1435.7585	372.96237	1237.9957	NaN	819.4795	NaN	640.07996	676.7215	820.4036	193.83308	568.5244	644.18475	114.28533	554.1758	401.9189	NaN	67.289055	61.124237	1536.4144	935.38934	1167.4972
					880.5664383				16.84600228												Cluster_2852	999.9347	452.25754	785.05945	981.07196	506.7495	735.64355	495.32565	1092.3118	528.68164	880.7896	851.26056	846.96454	959.79175	785.1027	866.4217	918.4084	766.3332	624.0997	703.3525	736.6656	755.29456	890.20996	1532.732	710.9001	2631.3298	731.4077	2043.2495	773.4642	840.2134	760.5525	1459.2552	776.57825	892.6402	1416.016	739.0777	994.93396	746.5475	932.0023	1049.7109	861.3619	558.67267	806.4291
					880.566465				17.03303677												Cluster_2853	1014.708	623.26263	1095.9016	547.49725	413.65723	1025.8588	723.981	870.06995	770.0106	955.14484	965.0917	656.0048	1307.4133	661.5044	844.7645	1195.9044	538.38385	1201.087	1227.5356	1052.4227	808.68524	1778.4742	921.746	995.1908	184.19293	973.0872	219.05391	1210.1001	971.41595	924.3289	981.14233	843.5953	1076.1962	940.9333	1084.2571	1087.31	632.3127	895.89795	1021.80884	1210.4938	755.76324	886.0818
CHEBI:136093				PC(20:0_20:5)	880.6066457				14.9122106												Cluster_2854	2148.2383	NaN	784.5996	2736.4666	NaN	669.79456	NaN	1761.0398	807.56805	623.9188	2446.618	228.70786	505.35355	3132.3994	1474.3884	3713.716	2358.3926	750.54126	689.2096	1662.8042	723.4793	748.04126	2123.653	1058.8042	2055.68	680.49316	293.97687	561.23834	791.21277	960.8947	2282.5276	857.3214	1075.6237	2844.4517	972.1843	1179.0685	2452.1372	3172.9255	3812.7078	649.9697	339.25272	633.514
					880.6064222				14.49997767												Cluster_2855	716.34924	NaN	436.66714	951.2842	NaN	301.9701	NaN	470.90244	588.1131	113.55344	634.1286	99.40097	168.59415	611.1677	1155.3822	159.3588	258.57855	296.95758	22.337023	617.5998	96.93674	316.24158	795.3602	987.8654	279.50766	526.26337	10.529928	285.00696	613.7356	702.24225	812.25867	704.4692	480.12927	887.87195	791.1643	610.40234	645.24646	468.16006	837.24286	29.644323	109.1101	251.66287
					880.6081032				14.04305538												Cluster_2856	5216.898	19.685802	1553.3607	4910.2207	NaN	1614.872	NaN	4013.2668	1829.4546	965.87683	5773.731	752.1621	1414.0326	6525.617	4846.491	3533.085	2818.9993	1172.8374	501.2458	3835.884	552.2329	1051.3566	3090.649	2626.1519	2479.3872	1598.324	107.89737	842.2422	1808.5803	2758.755	3184.5251	3016.2998	2619.031	3733.1272	3541.447	3146.7866	4861.851	3784.2502	5169.911	348.87146	509.67328	1043.8484
				PC(18:1_20:5)	880.6083227				14.22899522												Cluster_2857	2165.269	NaN	436.91513	2219.9905	NaN	520.7588	NaN	1438.0273	711.4882	488.00143	2305.8062	305.83408	604.5854	2595.177	1665.1956	1360.3344	1377.7246	524.73914	181.36362	1492.3625	224.84792	372.28278	1375.218	776.6756	986.34827	536.932	448.8363	447.07007	683.1947	899.9902	1302.0253	1013.66315	1015.5682	1765.5354	904.90704	1116.8574	1717.431	1152.0494	1823.9948	101.36502	94.216576	314.49893
					881.52268				11.39192316												Cluster_2858	58514.402	90058.38	125972.195	47920.18	107337.77	99848.336	26720.057	50243.945	73912.414	71346.38	48182.15	60314.664	70162.19	42960.516	74914.61	19478.504	28926.436	89964.17	89627.45	54292.74	69458.88	112259.17	83260.75	101279.086	41816.438	112376.05	125301.72	82668.9	66686.37	81656.53	59749.92	56575.258	81245.875	67548.61	48958.3	51124.098	57954.234	41602.164	40854.54	76065.94	72633.945	70430.555
					881.5186964				11.68443619												Cluster_2859	580.6075	181.11334	519.4582	364.63593	NaN	397.72427	65.01997	391.91345	403.35764	455.22	505.98526	254.36024	629.31366	375.69968	713.7986	95.06692	168.3378	531.92926	308.7921	558.4867	208.00417	666.9192	754.639	737.00726	251.37704	635.52985	908.0252	583.2944	461.43936	601.84717	381.53412	560.10486	465.1918	659.87823	389.3579	351.0589	505.60715	299.0794	328.55585	269.70837	119.108765	242.58025
					882.5485086				13.31258139												Cluster_2860	5319.2173	2254.115	4398.0386	2007.1965	2321.5269	3865.8174	1407.8838	3292.5273	4128.993	3937.0327	3808.338	2302.5354	4358.7197	3866.3223	5787.494	2421.6553	1554.5742	4865.5806	4272.481	5618.918	3258.909	5485.4043	5231.536	7350.517	1805.9263	4626.1577	1094.8348	4251.783	4910.1133	6029.323	4458.9014	5185.1143	5342.941	4205.57	4864.1562	4284.9546	1414.7864	2485.636	2886.554	3449.5576	2822.2349	4547.5264
